name,position,team,opponent_team,total_points,was_home,team_tot_points_last_5_matches,team_tot_points_last_5_h2h,tot_assists_last_5_h2h,tot_bonus_last_5_h2h,tot_bps_last_5_h2h,tot_clean_sheets_last_5_h2h,tot_goals_conceded_last_5_h2h,tot_goals_scored_last_5_h2h,tot_own_goals_last_5_h2h,tot_penalties_missed_last_5_h2h,tot_penalties_saved_last_5_h2h,tot_red_cards_last_5_h2h,tot_yellow_cards_last_5_h2h,tot_saves_last_5_h2h,tot_total_points_last_5_h2h,avg_ict_index_last_5_h2h,avg_influence_last_5_h2h,avg_creativity_last_5_h2h,avg_threat_last_5_h2h,avg_selected_last_5_h2h,avg_minutes_last_5_h2h,tot_assists_last_5,tot_bonus_last_5,tot_bps_last_5,tot_clean_sheets_last_5,tot_goals_conceded_last_5,tot_goals_scored_last_5,tot_own_goals_last_5,tot_penalties_missed_last_5,tot_penalties_saved_last_5,tot_red_cards_last_5,tot_yellow_cards_last_5,tot_saves_last_5,tot_total_points_last_5,avg_ict_index_last_5,avg_influence_last_5,avg_creativity_last_5,avg_threat_last_5,avg_selected_last_5,avg_minutes_last_5
Ibrahim Sangaré,MID,Nottingham Forest,Southampton,2,False,15.0,15.0,0,0,9,1,0,0,0,0,0,0,1,0,2,2.0,10.0,2.0,11.0,230565.0,65.0,0,0,26,1,2,0,0,0,0,0,1,0,5,1.0,7.0,3.0,3.0,83832.0,37.0
Brandon Austin,GK,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27627.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27112.0,0.0
Nicolás Domínguez,MID,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,-3,0,0,0,0,0,0,0,1,0,0,2.0,5.0,10.0,1.0,3296.0,15.0,0,0,5,0,1,0,0,0,0,0,2,0,2,1.0,2.0,3.0,1.0,3038.0,11.0
Oliver Skipp,MID,Leicester City,Fulham,1,False,0.0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,2,0.0,2.0,0.0,0.0,9176.0,9.0,0,0,18,0,2,0,0,0,0,0,1,0,4,1.0,3.0,2.0,1.0,6977.0,22.0
Jesurun Rak-Sakyi,MID,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,3.0,4583.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8490.0,0.0
Crysencio Summerville,MID,West Ham United,Crystal Palace,0,False,15.0,15.0,0,0,3,0,1,0,0,0,0,0,0,0,1,1.0,0.0,1.0,4.0,37615.0,6.0,0,0,6,0,3,0,0,0,0,0,1,0,1,1.0,2.0,6.0,4.0,74123.0,9.0
Kasey McAteer,MID,Leicester City,Fulham,1,False,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1414.0,2.0,0,0,4,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,1.0,1653.0,2.0
Luke Thomas,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,32,0,2,0,0,0,0,0,0,0,5,1.0,8.0,4.0,0.0,19485.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24273.0,0.0
Jannik Vestergaard,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,1,0,2,0,0,0,0,0,1,0,0,1.0,4.0,0.0,1.0,488555.0,18.0,0,0,7,0,3,0,0,0,0,0,1,0,2,1.0,8.0,0.0,1.0,420475.0,36.0
Jefferson Lerma,MID,Crystal Palace,West Ham United,2,True,0.0,0.0,0,0,45,1,6,0,0,0,0,0,1,0,8,3.0,9.0,13.0,4.0,21521.0,63.0,0,0,17,1,1,0,0,0,0,0,1,0,4,1.0,3.0,3.0,0.0,8174.0,18.0
Maxwel Cornet,MID,West Ham United,Crystal Palace,0,False,15.0,15.0,0,0,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,5521.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4457.0,0.0
João Cancelo,DEF,Manchester City,Ipswich Town,0,True,15.0,15.0,1,2,54,2,0,0,0,0,0,0,0,0,17,2.0,4.0,6.0,5.0,988004.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,93144.0,0.0
Jordan Ayew,MID,Leicester City,Fulham,1,False,0.0,0.0,0,0,39,1,7,0,0,0,0,0,1,0,9,2.0,9.0,8.0,6.0,38394.0,74.0,0,0,7,0,2,0,0,0,0,0,1,0,3,1.0,2.0,9.0,3.0,38803.0,11.0
Rodrigo Ribeiro,MID,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,235845.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,136505.0,0.0
Yves Bissouma,MID,Tottenham Hotspur,Everton,9,True,15.0,15.0,0,1,55,2,0,1,0,0,0,0,0,0,12,2.0,13.0,2.0,3.0,26219.0,32.0,0,1,55,1,1,1,0,0,0,0,0,0,11,1.0,11.0,2.0,1.0,24116.0,29.0
Abdoulaye Doucouré,MID,Everton,Tottenham Hotspur,1,False,0.0,0.0,0,0,-5,0,7,0,0,0,0,1,0,0,1,1.0,0.0,6.0,4.0,61730.0,41.0,0,0,31,1,7,1,0,0,0,0,1,0,13,3.0,11.0,5.0,18.0,50940.0,66.0
Emerson Royal,DEF,West Ham United,Crystal Palace,6,False,15.0,15.0,0,0,72,1,8,0,1,0,0,0,0,0,9,2.0,13.0,7.0,2.0,115213.0,81.0,0,0,36,1,2,0,0,0,0,0,0,0,8,1.0,5.0,1.0,4.0,43224.0,38.0
Eric da Silva Moreira,MID,Manchester City,Ipswich Town,9,True,15.0,15.0,2,1,40,0,1,0,0,0,0,0,0,0,10,3.0,9.0,9.0,9.0,76258.0,24.0,2,1,44,0,1,0,0,0,0,0,0,0,10,3.0,8.0,14.0,4.0,18387.0,23.0
George Friend,DEF,Ipswich Town,Manchester City,1,False,0.0,0.0,2,2,50,0,3,0,0,0,0,0,0,0,12,4.0,24.0,9.0,7.0,76451.0,60.0,0,0,38,0,8,0,0,0,0,0,0,0,4,2.0,9.0,3.0,6.0,55234.0,54.0
Maximilian Kilman,DEF,West Ham United,Crystal Palace,12,False,15.0,15.0,1,3,95,2,7,0,0,0,0,0,0,0,21,3.0,20.0,5.0,4.0,288454.0,88.0,1,3,94,1,12,0,0,0,0,0,0,0,15,4.0,30.0,7.0,3.0,150824.0,90.0
Tomás Soucek,MID,West Ham United,Crystal Palace,8,False,15.0,15.0,3,4,107,1,10,2,0,0,0,0,3,0,30,6.0,32.0,14.0,15.0,145257.0,78.0,1,4,85,1,11,2,0,0,0,0,1,0,27,6.0,25.0,17.0,20.0,143334.0,87.0
Taylor Harwood-Bellis,DEF,Southampton,Nottingham Forest,2,True,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0,0,2,2.0,17.0,2.0,0.0,1043860.0,75.0,0,0,11,0,2,0,0,0,0,0,1,0,3,1.0,7.0,3.0,1.0,395844.0,33.0
Alphonse Areola,GK,West Ham United,Crystal Palace,6,False,15.0,15.0,0,2,64,1,2,0,0,0,1,0,0,6,18,1.0,12.0,0.0,0.0,1929053.0,54.0,0,0,91,1,11,0,0,0,0,0,0,21,16,3.0,31.0,0.0,0.0,1829975.0,90.0
Harry Wilson,MID,Fulham,Leicester City,0,True,15.0,15.0,1,0,26,0,5,0,0,0,0,0,1,0,8,3.0,8.0,12.0,9.0,13423.0,43.0,2,2,58,0,4,1,0,0,0,0,1,0,18,3.0,14.0,9.0,7.0,16997.0,28.0
Mateo Kovacic,MID,Manchester City,Ipswich Town,1,True,15.0,15.0,0,0,33,1,1,0,0,0,0,0,0,0,4,3.0,9.0,17.0,2.0,174456.0,70.0,0,3,76,3,1,1,0,0,0,0,1,0,18,3.0,17.0,12.0,2.0,76536.0,62.0
Conor Coady,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,1,77,3,0,0,0,0,0,0,0,0,19,1.0,8.0,0.0,7.0,333019.0,54.0,0,0,27,1,0,0,0,0,0,0,0,0,7,0.0,1.0,0.0,0.0,217192.0,25.0
Jack Stephens,DEF,Southampton,Nottingham Forest,2,True,0.0,0.0,0,0,38,0,3,0,0,0,0,0,1,0,6,1.0,13.0,1.0,0.0,11433.0,54.0,0,0,13,0,2,0,0,0,0,0,1,0,3,1.0,6.0,4.0,1.0,14434.0,36.0
Radu Dragusin,DEF,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,13341.0,0.0,0,0,39,1,2,0,0,0,0,0,0,0,8,1.0,7.0,0.0,0.0,11698.0,39.0
Wes Foderingham,GK,West Ham United,Crystal Palace,0,False,15.0,15.0,0,0,28,0,2,0,0,0,0,0,0,8,5,0.0,2.0,0.0,0.0,17880.0,26.0,0,0,55,0,7,0,0,0,0,0,0,13,8,2.0,22.0,2.0,0.0,25420.0,54.0
Tim Ream,DEF,Fulham,Leicester City,0,True,15.0,15.0,0,3,56,2,3,0,0,0,0,1,0,0,13,1.0,8.0,0.0,0.0,91206.0,49.0,0,0,15,0,2,0,0,0,0,0,0,0,1,0.0,4.0,0.0,0.0,37101.0,18.0
Danny Ings,FWD,West Ham United,Crystal Palace,0,False,15.0,15.0,0,0,5,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,116147.0,7.0,0,0,8,0,1,0,0,0,0,0,0,0,4,0.0,1.0,0.0,4.0,79320.0,7.0
Lesley Ugochukwu,MID,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23887.0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,2,1.0,3.0,4.0,0.0,20981.0,5.0
Aaron Wan-Bissaka,DEF,West Ham United,Crystal Palace,1,False,15.0,15.0,0,0,50,0,6,0,0,0,0,0,0,0,5,2.0,11.0,9.0,1.0,186801.0,59.0,0,0,54,1,3,0,0,0,0,0,0,0,10,2.0,11.0,6.0,2.0,201029.0,59.0
Lucas Bergvall,MID,Tottenham Hotspur,Everton,1,True,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,5.0,0.0,88305.0,11.0,0,0,10,0,0,0,0,0,0,0,0,0,2,2.0,6.0,12.0,2.0,82108.0,12.0
Youssef Chermiti,FWD,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,4.0,4424.0,2.0,0,0,4,0,1,0,0,0,0,0,0,0,3,1.0,2.0,2.0,6.0,4604.0,7.0
Vitalii Mykolenko,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,27,0,8,0,0,0,0,0,0,0,3,2.0,14.0,5.0,6.0,414551.0,57.0,0,0,-5,0,7,0,0,0,0,0,0,0,1,0.0,4.0,1.0,0.0,522560.0,36.0
Ryan Manning,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7563.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7270.0,0.0
Roman Dixon,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.0,15.0,0.0,0.0,0.0,90.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.0,15.0,0.0,0.0,0.0,90.0
Joachim Andersen,DEF,Fulham,Leicester City,0,True,15.0,15.0,0,0,70,1,7,1,0,0,0,0,1,0,14,3.0,20.0,5.0,8.0,592590.0,72.0,0,0,62,2,3,0,0,0,0,0,2,0,13,2.0,13.0,3.0,2.0,1607314.0,71.0
Harry Clarke,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2851.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2982.0,0.0
Josko Gvardiol,DEF,Manchester City,Ipswich Town,2,True,15.0,15.0,0,0,38,1,1,0,0,0,0,0,0,0,8,2.0,14.0,5.0,1.0,1795010.0,90.0,0,4,128,3,2,2,0,0,0,0,0,0,38,5.0,28.0,8.0,16.0,2274611.0,90.0
Richarlison,FWD,Tottenham Hotspur,Everton,1,True,15.0,15.0,0,3,68,2,2,3,0,0,0,0,0,0,27,5.0,25.0,8.0,15.0,483739.0,49.0,0,0,4,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,1.0,239488.0,5.0
Morgan Gibbs-White,MID,Nottingham Forest,Southampton,10,False,15.0,15.0,1,3,90,2,4,2,0,0,0,0,0,0,26,8.0,26.0,30.0,20.0,156270.0,68.0,3,5,114,1,6,1,0,0,0,0,0,0,30,10.0,30.0,43.0,23.0,290112.0,90.0
Bobby De Cordova-Reid,MID,Leicester City,Fulham,2,False,0.0,0.0,1,3,54,0,3,1,0,0,0,0,0,0,15,6.0,23.0,14.0,22.0,29249.0,52.0,0,0,15,0,3,0,0,0,0,0,0,0,7,1.0,2.0,5.0,7.0,14780.0,44.0
Wes Burns,MID,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6696.0,0.0,0,0,-2,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,7754.0,28.0
Alfie Devine,MID,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7776.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9675.0,0.0
Erling Haaland,FWD,Manchester City,Ipswich Town,17,True,15.0,15.0,1,3,97,2,1,3,0,0,0,0,0,0,24,10.0,40.0,9.0,51.0,6221888.0,84.0,0,8,165,3,2,6,0,0,0,0,1,0,41,9.0,41.0,2.0,45.0,6712025.0,88.0
Sean Raggett,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3440.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3891.0,0.0
Nico O'Reilly,MID,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1008.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,320.0,0.0
Rúben Dias,DEF,Manchester City,Ipswich Town,1,True,15.0,15.0,1,3,100,3,1,0,0,0,0,0,1,0,25,4.0,20.0,10.0,6.0,979246.0,83.0,0,2,104,3,2,0,0,0,0,0,1,0,23,2.0,16.0,6.0,2.0,617484.0,90.0
George Hirst,FWD,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1717.0,0.0,0,0,3,0,1,0,0,0,0,0,0,0,2,1.0,1.0,0.0,5.0,790.0,2.0
Pedro Porro,DEF,Tottenham Hotspur,Everton,6,True,15.0,15.0,0,0,91,2,4,0,0,0,0,0,0,0,17,4.0,18.0,16.0,5.0,1939639.0,89.0,0,4,126,2,4,3,0,0,0,0,0,0,39,8.0,34.0,25.0,16.0,2704886.0,87.0
Kyle Walker,DEF,Manchester City,Ipswich Town,0,True,15.0,15.0,0,0,86,3,1,0,0,0,0,0,0,0,20,3.0,11.0,10.0,5.0,614171.0,70.0,0,1,67,2,1,0,0,0,0,0,0,0,15,1.0,8.0,5.0,1.0,1319630.0,50.0
Cameron Archer,FWD,Southampton,Nottingham Forest,1,True,0.0,0.0,0,0,6,0,3,0,0,0,0,0,0,0,4,2.0,3.0,3.0,11.0,259437.0,25.0,0,0,7,0,6,0,0,0,0,0,0,0,8,2.0,2.0,5.0,16.0,277059.0,50.0
Nikola Milenkovic,DEF,Nottingham Forest,Southampton,6,False,15.0,15.0,0,0,16,1,0,0,0,0,0,0,0,0,6,4.0,11.0,11.0,19.0,17601.0,90.0,0,0,16,1,0,0,0,0,0,0,0,0,6,2.0,6.0,5.0,10.0,17722.0,45.0
Sergio Reguilón,DEF,Tottenham Hotspur,Everton,0,True,15.0,15.0,0,0,9,0,1,0,0,0,0,0,1,0,1,1.0,4.0,5.0,1.0,118928.0,15.0,0,0,14,0,3,0,0,0,0,0,0,0,1,1.0,2.0,3.0,0.0,120638.0,15.0
Tyrick Mitchell,DEF,Crystal Palace,West Ham United,1,True,0.0,0.0,0,0,57,0,9,0,0,0,0,0,1,0,6,4.0,14.0,17.0,6.0,356522.0,90.0,0,0,94,2,5,1,0,0,0,0,0,0,22,6.0,22.0,21.0,18.0,392175.0,86.0
Armel Bella-Kotchap,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,24,0,5,0,0,0,0,0,0,0,2,1.0,5.0,0.0,1.0,18723.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22889.0,0.0
Callum Hudson-Odoi,MID,Nottingham Forest,Southampton,3,False,15.0,15.0,0,0,26,1,1,0,0,0,0,0,0,0,5,3.0,5.0,13.0,9.0,74276.0,31.0,0,3,123,2,5,3,0,0,0,0,0,0,30,10.0,31.0,39.0,27.0,162333.0,84.0
Nathan Broadhead,MID,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1099.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1358.0,0.0
Micky van de Ven,DEF,Tottenham Hotspur,Everton,9,True,15.0,15.0,1,1,89,2,2,0,0,0,0,0,0,0,17,2.0,19.0,3.0,0.0,230406.0,68.0,1,3,122,2,4,1,0,0,0,0,0,0,29,3.0,22.0,5.0,5.0,458678.0,90.0
Jonathan Panzo,DEF,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,10665.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3247.0,0.0
Kevin Mbabu,DEF,Fulham,Leicester City,0,True,15.0,15.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,29764.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28863.0,0.0
Jay Stansfield,FWD,Fulham,Leicester City,0,True,15.0,15.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,55670.0,1.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4308.0,0.0
Leif Davis,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,-8,0,4,0,0,0,0,0,0,0,1,0.0,2.0,0.0,1.0,109406.0,34.0,0,0,-10,0,6,0,0,0,0,0,0,0,1,1.0,4.0,1.0,1.0,117101.0,36.0
Malcolm Ebiowei,MID,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6917.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1648.0,0.0
Carlos Miguel,GK,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42929.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28350.0,0.0
Joel Ward,DEF,Crystal Palace,West Ham United,0,True,0.0,0.0,0,0,36,0,5,0,0,0,0,0,0,0,5,1.0,9.0,2.0,1.0,25409.0,52.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,18905.0,0.0
Asmir Begovic,GK,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,97476.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,71456.0,0.0
Ashley Young,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,43,0,7,0,0,0,0,0,1,0,2,2.0,7.0,12.0,1.0,46879.0,52.0,0,0,38,1,6,0,0,0,0,1,0,0,7,1.0,10.0,4.0,0.0,30753.0,62.0
Matt Turner,GK,Nottingham Forest,Southampton,0,False,15.0,15.0,0,0,13,0,1,0,0,0,0,0,0,2,2,0.0,4.0,0.0,0.0,866057.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1280093.0,0.0
Juan Larios,DEF,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5839.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5895.0,0.0
Matheus Nunes,MID,Manchester City,Ipswich Town,1,True,15.0,15.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,3895.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6940.0,0.0
Samuel Edozie,MID,Southampton,Nottingham Forest,1,True,0.0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,3,2.0,4.0,8.0,5.0,1777.0,20.0,0,0,6,0,0,0,0,0,0,0,1,0,1,1.0,2.0,4.0,4.0,1833.0,13.0
Konstantinos Mavropanos,DEF,West Ham United,Crystal Palace,8,False,15.0,15.0,0,2,40,1,1,0,0,0,0,0,0,0,10,1.0,9.0,0.0,2.0,5779.0,36.0,0,2,52,1,5,0,0,0,0,0,0,0,10,2.0,14.0,0.0,2.0,11274.0,54.0
Ricardo Pereira,DEF,Leicester City,Fulham,0,False,0.0,0.0,0,0,7,0,4,0,0,0,0,0,1,0,-1,0.0,3.0,0.0,1.0,89146.0,18.0,0,0,12,0,2,0,0,0,0,0,1,0,1,0.0,3.0,2.0,0.0,11435.0,13.0
Shea Charles,MID,Southampton,Nottingham Forest,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2850.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3238.0,0.0
Jake O'Brien,DEF,Everton,Tottenham Hotspur,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12606.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13895.0,0.0
Massimo Luongo,MID,Ipswich Town,Manchester City,2,False,0.0,0.0,0,0,6,0,3,0,0,0,0,0,0,0,2,1.0,6.0,3.0,0.0,36889.0,71.0,0,0,14,0,4,0,0,0,0,0,0,0,4,1.0,8.0,2.0,0.0,30268.0,68.0
Ben Brereton,MID,Southampton,Nottingham Forest,2,True,0.0,0.0,0,1,43,0,4,1,0,0,0,0,0,0,10,7.0,23.0,23.0,26.0,49268.0,90.0,0,1,42,0,9,1,0,0,0,0,1,0,15,4.0,10.0,15.0,18.0,41259.0,82.0
Harry Toffolo,DEF,Nottingham Forest,Southampton,0,False,15.0,15.0,0,1,30,1,1,0,0,0,0,0,0,0,9,1.0,6.0,6.0,0.0,7746.0,21.0,0,0,17,0,4,0,0,0,0,0,0,0,4,1.0,6.0,1.0,1.0,13255.0,30.0
Conor Townsend,DEF,Ipswich Town,Manchester City,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17588.0,0.0,0,0,32,0,8,0,0,0,0,0,0,0,3,2.0,10.0,4.0,3.0,21076.0,54.0
Fábio Vieira,MID,Arsenal,Aston Villa,0,False,15.0,3.0,1,0,16,0,0,0,0,0,0,0,0,0,4,1.0,4.0,3.0,0.0,9119.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6237.0,0.0
Darren Fletcher,MID,Aston Villa,Arsenal,0,True,12.0,12.0,0,0,39,1,2,0,0,0,0,0,0,0,7,2.0,8.0,7.0,4.0,176516.0,54.0,0,0,18,0,1,0,0,0,0,0,0,0,3,1.0,3.0,5.0,0.0,17240.0,21.0
Kai Havertz,FWD,Arsenal,Aston Villa,2,False,15.0,6.0,0,0,11,2,5,0,0,0,0,0,2,0,9,6.0,7.0,20.0,32.0,719711.0,90.0,3,3,105,4,1,2,0,0,0,0,2,0,31,9.0,26.0,21.0,40.0,1174356.0,90.0
Lino Sousa,DEF,Aston Villa,Arsenal,0,True,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16536.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13245.0,0.0
Jurriën Timber,DEF,Arsenal,Aston Villa,6,False,15.0,9.0,0,0,24,1,0,0,0,0,0,0,0,0,6,0.0,1.0,1.0,0.0,96483.0,20.0,0,0,27,1,0,0,0,0,0,0,1,0,7,0.0,1.0,2.0,2.0,57675.0,24.0
William Saliba,DEF,Arsenal,Aston Villa,6,False,15.0,12.0,0,2,97,2,5,0,0,0,0,0,0,0,18,2.0,22.0,1.0,2.0,3553131.0,90.0,0,3,122,4,1,0,0,0,0,0,0,0,29,3.0,20.0,4.0,6.0,3999377.0,90.0
Ian Maatsen,DEF,Aston Villa,Arsenal,1,True,6.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,4.0,15.0,0.0,323572.0,14.0,0,0,5,0,1,0,0,0,0,0,0,0,2,2.0,7.0,13.0,0.0,326224.0,15.0
Joe Gauci,GK,Aston Villa,Arsenal,0,True,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30624.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20009.0,0.0
Takehiro Tomiyasu,DEF,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,19,1,2,0,0,0,0,1,0,0,4,1.0,1.0,2.0,2.0,34905.0,20.0,0,1,63,2,1,1,0,0,0,0,0,0,21,4.0,15.0,10.0,11.0,25562.0,54.0
Karl Hein,GK,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3933.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6094.0,0.0
Gabriel Martinelli,MID,Arsenal,Aston Villa,3,False,15.0,15.0,0,0,39,2,3,1,0,0,0,0,0,0,15,4.0,10.0,15.0,14.0,1353542.0,49.0,0,0,49,2,1,0,0,0,0,0,0,0,10,6.0,11.0,30.0,21.0,380804.0,55.0
Gabriel Magalhães,DEF,Arsenal,Aston Villa,6,False,15.0,15.0,0,1,67,1,5,0,0,0,0,0,2,0,10,2.0,17.0,4.0,2.0,2009892.0,76.0,0,3,111,4,1,0,0,0,0,0,1,0,27,2.0,14.0,2.0,5.0,2316614.0,84.0
Leander Dendoncker,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,6,0,2,0,0,0,0,0,0,0,2,0.0,2.0,0.0,1.0,20033.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35161.0,0.0
