name,position,element,team,opponent_team,price,condition,xTotPoints
Eberechi Eze,MID,199,Crystal Palace,Leicester City,6.6,1.0,3.67
Boubacar Kamara,MID,42,Aston Villa,Everton,5.0,1.0,2.01
Ross Barkley,MID,29,Aston Villa,Everton,5.2,0.0,1.77
James McConnell,MID,330,Liverpool,Nottingham Forest,4.4,1.0,0.0
Kobbie Mainoo,MID,378,Manchester United,Southampton,5.2,1.0,1.68
Sander Berge,MID,622,Fulham,West Ham United,5.0,0.75,0.61
Will Hughes,MID,203,Crystal Palace,Leicester City,4.9,1.0,1.7
Jakub Moder,MID,137,Brighton & Hove Albion,Ipswich Town,4.4,1.0,0.2
Raheem Sterling,MID,186,Arsenal,Tottenham Hotspur,6.7,1.0,0.0
Myles Lewis-Skelly,MID,597,Arsenal,Tottenham Hotspur,4.5,1.0,1.23
Armando Broja,FWD,156,Everton,Aston Villa,5.4,0.25,0.83
Alexander Isak,FWD,401,Newcastle United,Wolverhampton Wanderers,9.3,0.75,9.26
Rasmus Højlund,FWD,375,Manchester United,Southampton,6.9,1.0,1.2
Callum Wilson,FWD,421,Newcastle United,Wolverhampton Wanderers,6.9,0.0,0.0
Jhon Durán,FWD,38,Aston Villa,Everton,5.8,1.0,1.96
Youssef Ramalho Chermiti,FWD,237,Everton,Aston Villa,4.9,0.0,0.0
Evan Ferguson,FWD,123,Brighton & Hove Albion,Ipswich Town,5.5,0.5,0.17
Kai Havertz,FWD,4,Arsenal,Tottenham Hotspur,7.8,1.0,2.75
Yoane Wissa,FWD,110,Brentford,Manchester City,6.2,1.0,3.4
Nicolas Jackson,FWD,180,Chelsea,Bournemouth,8.1,1.0,2.32
Jamie Vardy,FWD,306,Leicester City,Crystal Palace,5.5,1.0,1.71
Paul Onuachu,FWD,470,Southampton,Manchester United,4.9,1.0,1.06
Darwin Núñez Ribeiro,FWD,316,Liverpool,Nottingham Forest,7.0,0.0,0.97
Daniel Jebbison,FWD,69,Bournemouth,Chelsea,4.5,1.0,0.0
Igor Thiago Nascimento Rodrigues,FWD,107,Brentford,Manchester City,5.9,0.0,0.0
Cameron Archer,FWD,27,Southampton,Manchester United,5.0,1.0,0.75
Erling Haaland,FWD,351,Manchester City,Brentford,14.8,1.0,6.84
Joshua Zirkzee,FWD,389,Manchester United,Southampton,6.5,1.0,0.91
Jørgen Strand Larsen,FWD,566,Wolverhampton Wanderers,Newcastle United,5.5,1.0,2.33
Odsonne Edouard,FWD,198,Leicester City,Crystal Palace,5.1,0.0,0.0
Deivid Washington de Souza Eugênio,FWD,165,Chelsea,Bournemouth,4.9,1.0,0.0
Dominic Calvert-Lewin,FWD,220,Everton,Aston Villa,5.4,0.75,1.56
Cody Gakpo,FWD,321,Liverpool,Nottingham Forest,7.4,1.0,6.41
Enes Ünal,FWD,65,Bournemouth,Chelsea,5.4,0.0,1.94
Francisco Evanilson de Lima Barbosa,FWD,617,Bournemouth,Chelsea,5.8,0.0,2.09
Gabriel Fernando de Jesus,FWD,2,Arsenal,Tottenham Hotspur,6.9,0.0,6.21
Iliman Ndiaye,FWD,232,Everton,Aston Villa,5.4,1.0,1.59
Ross Stewart,FWD,473,Southampton,Manchester United,4.4,0.0,0.0
Norberto Bercique Gomes Betuncal,FWD,218,Everton,Aston Villa,4.9,1.0,0.55
Danny Welbeck,FWD,148,Brighton & Hove Albion,Ipswich Town,5.5,1.0,0.0
Patson Daka,FWD,289,Leicester City,Crystal Palace,4.8,1.0,1.33
João Pedro Junqueira de Jesus,FWD,129,Brighton & Hove Albion,Ipswich Town,5.7,0.75,4.17
Leon Chiwome,FWD,539,Wolverhampton Wanderers,Newcastle United,4.5,1.0,0.0
Saša Kalajdžić,FWD,555,Wolverhampton Wanderers,Newcastle United,4.8,0.0,0.0
Carlos Vinícius Alves Morais,FWD,258,Fulham,West Ham United,5.0,1.0,0.18
William Osula,FWD,590,Newcastle United,Wolverhampton Wanderers,4.9,1.0,0.31
Jean-Philippe Mateta,FWD,207,Crystal Palace,Leicester City,7.2,1.0,6.74
Marc Guiu Paz,FWD,178,Chelsea,Bournemouth,4.7,1.0,0.08
Eddie Nketiah,FWD,11,Crystal Palace,Leicester City,5.9,1.0,0.43
Matheus Santos Carneiro Da Cunha,FWD,541,Wolverhampton Wanderers,Newcastle United,7.0,1.0,4.15
Ollie Watkins,FWD,58,Aston Villa,Everton,8.9,1.0,3.28
Ethan Wheatley,FWD,648,Manchester United,Southampton,4.5,1.0,0.0
Rodrigo Muniz Carvalho,FWD,251,Fulham,West Ham United,5.5,0.75,2.31
Adam Armstrong,FWD,453,Southampton,Manchester United,5.1,1.0,2.2
Raúl Jiménez,FWD,252,Fulham,West Ham United,5.7,1.0,5.49
Hákon Valdimarsson,GK,109,Brentford,Manchester City,3.9,1.0,0.14
Jason Steele,GK,142,Brighton & Hove Albion,Ipswich Town,4.1,1.0,0.0
José Malheiro de Sá,GK,554,Wolverhampton Wanderers,Newcastle United,4.3,1.0,2.9
Kepa Arrizabalaga,GK,152,Bournemouth,Chelsea,4.5,0.0,2.18
Tom Heaton,GK,374,Manchester United,Southampton,4.0,1.0,0.0
Caoimhin Kelleher,GK,325,Liverpool,Nottingham Forest,4.2,1.0,0.0
Scott Carson,GK,344,Manchester City,Brentford,4.0,1.0,0.0
Daniel Iversen,GK,294,Leicester City,Crystal Palace,3.9,1.0,0.0
Mads Hermansen,GK,293,Leicester City,Crystal Palace,4.5,0.0,0.16
Sam Johnstone,GK,204,Wolverhampton Wanderers,Newcastle United,4.3,1.0,0.14
Robin Olsen,GK,51,Aston Villa,Everton,4.5,1.0,0.0
Bart Verbruggen,GK,146,Brighton & Hove Albion,Ipswich Town,4.5,1.0,2.9
Robert Sánchez,GK,185,Chelsea,Bournemouth,4.8,1.0,8.0
Asmir Begovic,GK,624,Everton,Aston Villa,4.0,1.0,0.0
Aaron Ramsdale,GK,14,Southampton,Manchester United,4.4,1.0,3.0
Matt Turner,GK,445,Crystal Palace,Leicester City,3.9,1.0,0.0
Altay Bayindir,GK,367,Manchester United,Southampton,4.3,1.0,0.0
André Onana,GK,383,Manchester United,Southampton,5.1,1.0,1.78
Will Dennis,GK,599,Bournemouth,Chelsea,4.0,1.0,0.0
Joe Lumley,GK,466,Southampton,Manchester United,4.0,1.0,0.0
Norberto Murara Neto,GK,73,Arsenal,Tottenham Hotspur,4.1,1.0,0.0
Nick Pope,GK,413,Newcastle United,Wolverhampton Wanderers,4.9,0.25,0.0
Oliwier Zych,GK,641,Aston Villa,Everton,4.0,1.0,0.0
Emiliano Martínez Romero,GK,47,Aston Villa,Everton,5.0,0.75,1.74
Tommy Setford,GK,639,Arsenal,Tottenham Hotspur,4.5,1.0,0.0
Remi Matthews,GK,209,Crystal Palace,Leicester City,3.9,1.0,0.0
Lucas Bergström,GK,154,Chelsea,Bournemouth,3.9,1.0,0.0
David Raya Martin,GK,15,Arsenal,Tottenham Hotspur,5.6,1.0,3.09
Mark Flekken,GK,91,Brentford,Manchester City,4.4,1.0,3.1
João Neves Virgínia,GK,227,Everton,Aston Villa,3.9,1.0,0.0
Ederson Santana de Moraes,GK,347,Manchester City,Brentford,5.3,1.0,0.44
Bernd Leno,GK,248,Fulham,West Ham United,5.0,1.0,3.0
Daniel Bentley,GK,536,Wolverhampton Wanderers,Newcastle United,3.9,1.0,0.0
Gavin Bazunu,GK,454,Southampton,Manchester United,4.3,0.75,0.0
Danny Ward,GK,308,Leicester City,Crystal Palace,4.0,1.0,0.31
Joe Gauci,GK,39,Aston Villa,Everton,4.0,1.0,0.0
Martin Dúbravka,GK,396,Newcastle United,Wolverhampton Wanderers,4.2,1.0,3.26
Tom King,GK,556,Wolverhampton Wanderers,Newcastle United,4.0,1.0,0.0
Jordan Pickford,GK,235,Everton,Aston Villa,5.0,1.0,5.7
Marcus Bettinelli,GK,155,Chelsea,Bournemouth,3.9,1.0,0.0
Alisson Ramses Becker,GK,310,Liverpool,Nottingham Forest,5.4,1.0,2.07
Alex McCarthy,GK,469,Southampton,Manchester United,4.3,1.0,0.14
Steven Benda,GK,242,Fulham,West Ham United,4.0,1.0,0.0
Dean Henderson,GK,201,Crystal Palace,Leicester City,4.5,0.75,2.39
John Ruddy,GK,414,Newcastle United,Wolverhampton Wanderers,4.0,1.0,0.0
Odysseas Vlachodimos,GK,412,Newcastle United,Wolverhampton Wanderers,4.3,1.0,0.0
Filip Jørgensen,GK,581,Chelsea,Bournemouth,4.2,1.0,0.16
Jakub Stolarczyk,GK,304,Leicester City,Crystal Palace,4.0,1.0,0.96
Mark Travers,GK,84,Bournemouth,Chelsea,4.4,1.0,1.31
Stefan Ortega Moreno,GK,358,Manchester City,Brentford,5.2,1.0,1.98
